conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;,,,,,,
1.79546E+18,Tue May 28 14:32:12 +0000 2024,21090,Bayangin jadi warga Indonesia dalam satu minggu kudu awas sama isu UKT isu student loan isu RUU Polri isu RUU Penyiaran isu gaji pribadi mau dipotong langsung sama negara buat Tapera... sambil menonton fakta demi fakta berikut ini: https://t.co/ykwLLcke3B,1.79546E+18,https://pbs.twimg.com/media/GOrEJxaaEAADZ1O.jpg,,in,"Yogyakarta, Indonesia",1009,502,10311,https://x.com/mardiasih/status/1795463085286887931,164627338,mardiasih;;;,,,,,,
1.79662E+18,Fri May 31 19:28:11 +0000 2024,2722,Taktik Gorong2 nyelinap ketika semua sibuk. . #UKT #RUUPenyiaran #RUUPolri #RUUTNI #Tapera #PutusanMA #hatihatikamumulaiberpikir https://t.co/O66ovoOxUU,1.79662E+18,https://pbs.twimg.com/media/GO7jqyWagAAaMfu.jpg,,in,"Semarang, Indonesia",54,34,1296,https://x.com/gumpnhell/status/1796624737315201206,71466821,gumpnhell;;;,,,,,,
1.7969E+18,Sat Jun 01 13:31:11 +0000 2024,1210,Se Indonesia kena prank UKT dan TAPERA???? https://t.co/XsL3Vv3M1R,1.7969E+18,https://pbs.twimg.com/ext_tw_video_thumb/1796897237232168960/pu/img/hJ-TzO8WjrELwny_.jpg,,in,,21,53,608,https://x.com/Boediantar4/status/1796897282119676112,1.38375E+18,Boediantar4;;;,,,,,,
1.79611E+18,Thu May 30 09:19:55 +0000 2024,14,Selah UKT batal Ada Tapera Nanti pajak naik Pertalite hilang Sekarang beli gas 3 kg pakai KTT Hadist Nab: Barang siapa yg mengurusi ummatku lalu merepotkan/ bikin susah umatku maka repotkanlah HR. Muslim ️ https://t.co/eeY9uqKD0x,1.79611E+18,https://pbs.twimg.com/ext_tw_video_thumb/1796109251624251392/pu/img/Kzd9RcpfafeMpDC1.jpg,,in,,0,0,6,https://x.com/Boediantar4/status/1796109272054395391,1.38375E+18,Boediantar4;;;,,,,,,
1.79441E+18,Sat May 25 16:32:31 +0000 2024,39297, km tinggi ya tinggian UKT https://t.co/M4f9RIHf9x,1.79441E+18,https://pbs.twimg.com/media/GOcC7fLaoAA5XG0.jpg,,in,pluto,413,175,6497,https://x.com/DepreschoolBoy/status/1794406200370679882,1.576E+18,DepreschoolBoy;;;,,,,,,
1.79465E+18,Sun May 26 08:23:06 +0000 2024,821,Apa kesimpulan bocor halus tempo terhadap kebijakan UKT yang memberatkan masyarakat? 1) Kenaikan UKT sudah disampaikan kampus sejak tahun lalu dan kementerian sudah menyetujuinya. 2) Nadiem ingin Perguruan Tinggi seperti Start Up. https://t.co/uq8cAsMnVn,1.79465E+18,https://pbs.twimg.com/ext_tw_video_thumb/1794645383710445568/pu/img/N_e4zAUQGD5G-nfW.jpg,,in,,22,15,276,https://x.com/zanatul_91/status/1794645422147084501,88120377,zanatul_91;;;,,,,,,
1.79538E+18,Tue May 28 09:12:56 +0000 2024,712,Oot gue ga bahas soal UKT nya. Cuma apresiasi abah Anies yg konsisten ngasih ALT yg ramah disabilitas di foto yg dikirim even cuma foto meme. Congrats Indonesia ga jadi punya presiden detail kaya abah https://t.co/n6SmgqMv0M,1.79538E+18,https://pbs.twimg.com/media/GOp7FP6bYAAaWY0.jpg,,in,she,5,4,79,https://x.com/dreamiracIe/status/1795382738658459742,1.46765E+18,dreamiracIe;;;,,,,,,
1.79747E+18,Mon Jun 03 03:23:26 +0000 2024,7,Uang Kuliah Tunggal (UKT) Terus Melonjak PKS: Besarnya Anggaran Pendidikan Tak Berpengaruh Signifikan terhadap Kualitas Pendidikan di Indonesia‼️ || @mnasirdjamil (Anggota Komisi III DPR RI F-PKS) #fraksipksdprri #PKSpembelaRakyat #PKSnomor8 https://t.co/ObLpEldQKp,1.79747E+18,https://pbs.twimg.com/ext_tw_video_thumb/1797469023116095488/pu/img/qaFz0KmqkkE-OOYz.jpg,,in,Jakarta Capital Region,0,0,5,https://x.com/FPKSDPRRI/status/1797469111699816753,91255162,FPKSDPRRI;;;,,,,,,
1.79577E+18,Wed May 29 11:00:24 +0000 2024,11,Uang kuliah tunggal (UKT) naik di beberapa perguruan tinggi negeri. Apa saja pangkal penyebabnya? Ilustrasi: Alvin Siregar #MajalahTempo #tempo #biaya #kuliah #UKT #universitas #kampus https://t.co/6jB3eS6gI0,1.79577E+18,https://pbs.twimg.com/media/GOvdMIbbEAAopht.jpg,,in,,1,1,5,https://x.com/temponewsroom/status/1795772173216563303,88352716,temponewsroom;;;,,,,,,
1.79072E+18,Wed May 15 12:41:29 +0000 2024,35644, UKT di semua universitas negeri saat ini sangat mahal. wahai mahasiswa jangan lupa tagih janji beliau. https://t.co/1mXDhKycUu,1.79072E+18,https://pbs.twimg.com/media/GNnuJsmaoAAu7dq.jpg,,in,Indonesia,1233,1470,6384,https://x.com/tanyarlfes/status/1790724182831169845,1371650588,tanyarlfes;;;,,,,,,
1.79618E+18,Thu May 30 13:53:35 +0000 2024,28,Awas kena prank! Kenaikan UKT dIbatalkan kenaikan UKT ditunda #kenaikanUKT #UKTNaik #KorupsiPendidikan #Korupsiperguruantinggi #KenaikanUKTDitunda #trenkorupsipendidikan https://t.co/CdijvLuioU,1.79618E+18,https://pbs.twimg.com/media/GO1OdaAXIAETSWX.jpg,,in,id. Jakarta Selatan,1,1,7,https://x.com/antikorupsi/status/1796178143176265783,49908951,antikorupsi;;;,,,,,,
1.79534E+18,Tue May 28 06:05:04 +0000 2024,4575, sedangkan di suatu tempat nan jauh di mata namun dekat di bandung memperbolehkan bayar UKT menggunakan pinjol. https://t.co/JVxSJvzKQQ,1.79534E+18,https://pbs.twimg.com/media/GOpQFlubYAAOn--.jpg,,in,Indonesia,26,28,238,https://x.com/tanyakanrl/status/1795335463643082843,1.33165E+18,tanyakanrl;;;,,,,,,
1.79747E+18,Mon Jun 03 03:12:46 +0000 2024,5,Aliansi Jurnalis Banten Demo Tolak RUU Penyiaran. Oh cuma ditunda belum dibatalkan. Sama sprt UKT mhasiswa dong ? https://t.co/AZmzo3m12J,1.79747E+18,https://pbs.twimg.com/ext_tw_video_thumb/1797466131864924160/pu/img/FFlvryTJcbHl-5-B.jpg,,in,DIHATIMU,0,0,2,https://x.com/Cintada16/status/1797466429526245390,1.27964E+18,Cintada16;;;,,,,,,
1.79502E+18,Mon May 27 09:08:25 +0000 2024,6,Ramai soal Kenaikan UKT Nadiem: Tahun Ini Tidak Ada Kenaikan UKT https://t.co/BIbFrUCqWN,1.79502E+18,https://pbs.twimg.com/amplify_video_thumb/1795018393537646592/img/K5uZHne8n3ujjOYk.jpg,,in,Jakarta,1,6,2,https://x.com/kompascom/status/1795019216640471490,23343960,kompascom;;;,,,,,,
1.79578E+18,Wed May 29 11:15:35 +0000 2024,2181,ALHAMDULILAH KABAR BAIK IPI MANDIRI UGM DITIADAKAN GUYS yang kena ipi hanya yang golongan ukt unggul saja alhamdulilah ya Allah https://t.co/daCPq01X8r,1.79578E+18,https://pbs.twimg.com/media/GOvgwAiaoAAQOEM.jpg,,in,"Yogyakarta, Indonesia",175,82,178,https://x.com/raxyvga/status/1795775994177187870,1.41717E+18,raxyvga;;;,,,,,,
1.79502E+18,Mon May 27 09:06:46 +0000 2024,4110,BREAKING: Kemendikbudristek memutuskan untuk membatalkan kenaikan UKT untuk tahun ini. https://t.co/j1ZJiKtobk,1.79502E+18,https://pbs.twimg.com/amplify_video_thumb/1795018483744587776/img/QKwHz4e3eNrJmYX3.jpg,,in,Kutub Selatan,676,239,618,https://x.com/timpenguinnas/status/1795018802436120682,1.45775E+18,timpenguinnas;;;,,,,,,
1.79642E+18,Fri May 31 05:35:06 +0000 2024,2, bantuk aku lulus smt ini plsss ukt mahal https://t.co/QZ7pu43yoz,1.79642E+18,https://pbs.twimg.com/media/GO4l_thbMAAbHPM.jpg,,in,Indonesia,0,2,0,https://x.com/tanyakanrl/status/1796415082404143362,1.33165E+18,tanyakanrl;;;,,,,,,
